1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01,1.035282627273837186e-01
9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02
9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02,9.962153583201074913e-02
1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01,1.132950799658161423e-01
1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01,1.074349896227566881e-01
1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01,1.230618972042485659e-01
1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01,1.035282627273837047e-01
1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01,1.113417165181296575e-01
1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01,1.328287144426809896e-01
1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01,1.523623489195458369e-01
